"","4-waygrass","achmol","aegtri","agohet","aircar","amsmen","anaarv","avebar","avefat","bare","brimax","brimin","brocar","brodia","brohor","bromad","broster","calcil","callut","calpar","carpac","cardamine","casatt","cenmil","cenmil (not?)","cerglo","clapur","conarv","croset","cynech","daucpusil","delvar","diccap","dicmul","elygla","erobot","eupspa","filgal","galpar","gerdis","greenbrush","hypgla","laccil","lacser","lagophylla","latsph","linpar","lolmul","lomatium","longawnbrome","lotmic","lotpur","lotwra","lotus","lupbic","luzcom","madgra","miccal","naspul","navpub","notago","petdub","plalan","planot","poasecunda","purplecup","purpleflower","rancal","trihir","rock","shearv","shieldseed","sidalcea","sisbel","taecap","torilis","tribif","trialbo","tricil","tridub","trieri","trifuc","trigra","trihya","trilax","trimicroceph","trimicrodon","triwhite","triwil","triwra","vicsat","unktar","vicvil","vulmyu","whiterib","whorledtarweed","zigadenus","collinsia","delgra","galapa","germol","astragalus","linbic","oak","pink cup opposite","sanbip","scapec","thycur","unkforb","wood"
"809","","","","3","4","","","","","","","2","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","2","","","3","","","","","","","","","","","","","","","",""
"825","","","","2","3","","","","","","","1","","2","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","4","","4","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","5","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"833","","","","3","1","","","","","","","3","","1","3","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","",""
"849","","","","4","3","","","","","","","3","","2","2","2","","","","","","","","2","","","","","","","","","","","","","","","","1","","","","","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"865","","","","4","1","","","3","","","","2","","2","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","",""
"881","","","","2","1","","","2","","","","","","3","4","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"842","","","","4","2","","","","","","","2","","","3","1","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"858","","","","5","1","","1","1","","","","2","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"874","","","","5","3","","","2","","","","2","","","3","3","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"890","","","","3","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","3","","","","","","","2","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"843","","","","2","","","","","","","","","","","5","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","1","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"859","","","","5","1","","","","","","","3","","2","3","2","","","","","","","","2","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","2","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","",""
"875","","","","5","2","","","","","","","1","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","2","","","","","","","","","","","","","","","1","","","","","","","2","","","3","","","","","","","","","","","","","","","",""
"891","","","","5","1","","","","","","","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","2","","","","","","","1","","","","","","3","","","","","","","","","","","","","","","","2","","","3","","","","","","","","","","","","","","","",""
"844","","","","4","1","","","","","","","3","","2","4","2","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","","","","4","2","","","1","","","","1","","1","5","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","",""
"876","","","","2","","","","","","","","","","1","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","","","","","","","",""
"892","","","","5","1","","","","","","","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","1","","","","","","","2","","","","","","","","","","2","","","","","","","1","","","","","","3","1","","","","","","","","","","","","","","","2","","","2","1","","","","","","","","","","","","","","",""
"845","","","","3","1","","","","","","","2","","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","1","2","","","","","","","","","","","","","","",""
"861","","","","3","1","","","","","","","","","3","4","","","","","","","","","","","","","","","3","","","","","","","","","1","","","","","","2","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","",""
"877","","","","3","","","","","","","","","","2","5","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","",""
"893","","","","1","","","","","","","","","","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","2","","","2","","","","","","","","","","","","","","","",""
"846","","","","3","1","","","","","","","1","","2","5","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"862","","","","4","1","","","","","","","","","","3","","","","","","","","","","","","","","","3","","","","","","","","","2","","","","","","2","","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","",""
